video_id;instance_id;ref_exp;ref_exp_difficulty;ref_exp_information;appearance;obj-static;category;location;motion;obj-motion;static
8m0iPQS7Cpg;1;brown dog walking with a man;Trivial;Not Applicable;;;;;;;
9cqF0hjnIbs;0;black dog walking on the grass;Trivial;Not Applicable;;;;;;;
9cqF0hjnIbs;2;man is walking his dog on the grass;Trivial;Not Applicable;;;;;;;
9dVSl1NktrE;0;the car is flying through the air;Trivial;Not Applicable;;;;;;;
BO-qWTA5PMs;0;baby girl is walking on the wooden parquet;Trivial;Not Applicable;;;;;;;
BO-qWTA5PMs;1;Woman standing on the wooden parquet;Trivial;Not Applicable;;;;;;;
Bz0MkzMoG2o;0;a man in green shirt is shooting a ball;Trivial;Not Applicable;;;;;;;
Bz0MkzMoG2o;1;ball is flying to the net;Trivial;Not Applicable;;;;;;;
CcgopP4bOfE;0;baby walking in the room;Trivial;Not Applicable;;;;;;;
CyQpFOr4SYM;0;a brown car is jumping up and down in the street;Trivial;Not Applicable;;;;;;;
E7x3-DlU0v8;0;black dog rolling ;Trivial;Not Applicable;;;;;;;
E7x3-DlU0v8;1;the person is telling the dog to roll over;Trivial;Not Applicable;;;;;;;
F1v5SYPpQso;0;a cat is jumping;Trivial;Not Applicable;;;;;;;
F1v5SYPpQso;1;man in pink shirt sitting on the left;Trivial;Not Applicable;;;;;;;
F64KSGjjKww;0;the cat is chasing a ball;Trivial;Not Applicable;;;;;;;
F64KSGjjKww;1;a girl sitting in a bed and throwing a ball;Trivial;Not Applicable;;;;;;;
GYdxk_Ob3y8;0;Small boy trying to walk with the help of his mother;Trivial;Not Applicable;;;;;;;
GYdxk_Ob3y8;1;Woman is supporting a baby;Trivial;Not Applicable;;;;;;;
GZPlz56w55k;0;baby walking to the toy ball;Trivial;Not Applicable;;;;;;;
GZPlz56w55k;1;green ball rolling in the hand of the woman;Trivial;Not Applicable;;;;;;;
IBU4_a7CKKs;0;man is playing bowling;Trivial;Not Applicable;;;;;;;
IBU4_a7CKKs;1;the bowling ball is being propelled down the lane toward the pins;Trivial;Not Applicable;;;;;;;
IFLbZ0eJLgI;0;large car is jumping on the sand;Trivial;Not Applicable;;;;;;;
JvlIOOVo050;1;a white car is jumping up and down;Trivial;Not Applicable;;;;;;;
KkwrJzxAQOk;0;Guy is dribbling a ball around orange cones;Trivial;Not Applicable;;;;;;;
KkwrJzxAQOk;1;the basketball is being dribbled;Trivial;Not Applicable;;;;;;;
MCq7873UJbQ;0;Man is dribbling a ball on the basketball court;Trivial;Not Applicable;;;;;;;
MCq7873UJbQ;1;the basketball is being dribbled by the bald man;Trivial;Not Applicable;;;;;;;
O8alIA6GPYA;0;Baby crawling in the corridor;Trivial;Not Applicable;;;;;;;
O95ZD9IkIR8;0;Toy dog is lying on the floor;Trivial;Not Applicable;;;;;;;
O95ZD9IkIR8;1;a cat is running and jumping;Trivial;Not Applicable;;;;;;;
OmIsXwLwCMs;0; green car is jumping up and down;Trivial;Not Applicable;;;;;;;
OmIsXwLwCMs;1;man standing next to a green car;Trivial;Not Applicable;;;;;;;
P_759yyIcyI;0;an orange ball is flying on the air;Trivial;Not Applicable;;;;;;;
P_759yyIcyI;1;man in gray shirt and black short pants shooting a basketball;Trivial;Not Applicable;;;;;;;
Pcuz2EC43Nc;0;Boy is throwing a ball to the basket;Trivial;Not Applicable;;;;;;;
Pcuz2EC43Nc;1;basketball flying into the basket;Trivial;Not Applicable;;;;;;;
QhS5D-yFjLM;0;the person is telling the dog to roll over;Trivial;Not Applicable;;;;;;;
QhS5D-yFjLM;1;dog rolling on the ground;Trivial;Not Applicable;;;;;;;
THFeH8g_Hs0;0;cat is chasing a stick;Trivial;Not Applicable;;;;;;;
THFeH8g_Hs0;1;lady in black suit training a cat;Trivial;Not Applicable;;;;;;;
UVXTR0g4aDE;0;the dog is standing behind a cat;Trivial;Not Applicable;;;;;;;
UVXTR0g4aDE;1;Cat rolling on the asphalt near the dog;Trivial;Not Applicable;;;;;;;
V-OTxbPAyyE;0;the baby is taking steps;Trivial;Not Applicable;;;;;;;
V-OTxbPAyyE;1;Woman in black top is sitting on the floor;Trivial;Not Applicable;;;;;;;
V-OTxbPAyyE;2;a green ball is sitting on the front;Trivial;Not Applicable;;;;;;;
Wcw5TfT-VzY;0;man walking with a dog;Trivial;Not Applicable;;;;;;;
Wcw5TfT-VzY;1;a brown dog is walking;Trivial;Not Applicable;;;;;;;
XQ2WJo8sLEw;0;White blue ball is laying on the left;Trivial;Not Applicable;;;;;;;
XQ2WJo8sLEw;1;White dog is jumping through pink flower circles;Trivial;Not Applicable;;;;;;;
Yv3KBpEw11w;0;Girl is sitting on the floor;Trivial;Not Applicable;;;;;;;
Yv3KBpEw11w;1;blue bird climbing  ;Trivial;Not Applicable;;;;;;;
ZQ1iBiYjsU8;0;baby is climbing the stairs;Trivial;Not Applicable;;;;;;;
ZQ1iBiYjsU8;1;a man sitting on the stairs and taking care of the baby;Trivial;Not Applicable;;;;;;;
_QM5l330QDw;0;white cat jumping above the window;Trivial;Not Applicable;;;;;;;
_QM5l330QDw;1;Girl in pink jacket standing near the wardrobe;Trivial;Not Applicable;;;;;;;
_xO1YgfhZBo;0;man throwing a ball;Trivial;Not Applicable;;;;;;;
_xO1YgfhZBo;1;a dark ball is flying on the air;Trivial;Not Applicable;;;;;;;
aocdTVLO7aM;0;a white bowling ball is moving;Trivial;Not Applicable;;;;;;;
aocdTVLO7aM;1;man throwing a bowling ball;Trivial;Not Applicable;;;;;;;
aon3IF_qxno;0;a baby in white shirt start walking;Trivial;Not Applicable;;;;;;;
bjITPWl_PE8;5;a yellow ball is jumping top and down;Trivial;Not Applicable;;;;;;;
glk2zL5hvNY;2;football running on the green field;Trivial;Not Applicable;;;;;;;
hBO77JSOR04;0;dog crawling on the floor;Trivial;Not Applicable;;;;;;;
hBO77JSOR04;1;the legs of a person are shown;Trivial;Not Applicable;;;;;;;
ko4Xt6JRJPs;0;parrot climbing the cage;Trivial;Not Applicable;;;;;;;
ko4Xt6JRJPs;1;Small dog is lying inside the cage;Trivial;Not Applicable;;;;;;;
laAlYz7-TvI;0;white parrot rolling on the floor;Trivial;Not Applicable;;;;;;;
laAlYz7-TvI;1;man with hat playing with parrot;Trivial;Not Applicable;;;;;;;
nkfU4tdlRJc;0;White brown is eating  the corn;Trivial;Not Applicable;;;;;;;
nkfU4tdlRJc;1;man feeding a dog;Trivial;Not Applicable;;;;;;;
p3qclGadWWI;0;cat climbing onto the chair;Trivial;Not Applicable;;;;;;;
p3qclGadWWI;1;man playing with a cat;Trivial;Not Applicable;;;;;;;
p8nf_Bm9N54;2;baby throwing a red ball;Trivial;Not Applicable;;;;;;;
p8nf_Bm9N54;3;a woman in green tshirt is sitting on the right;Trivial;Not Applicable;;;;;;;
qCit6e2MZHg;0;the green bird is standing in the grass;Trivial;Not Applicable;;;;;;;
qCit6e2MZHg;1;cat jumping to the bird;Trivial;Not Applicable;;;;;;;
qrS9sPHFcOc;0;Small baby walking in the kitchen;Trivial;Not Applicable;;;;;;;
qrS9sPHFcOc;1;lady in black clothes and yellow short pants walking with a baby;Trivial;Not Applicable;;;;;;;
sQcWy_qX8kQ;0;white dog laying down on the left;Trivial;Not Applicable;;;;;;;
sQcWy_qX8kQ;1;the black cat on the right is rolling on the floor;Trivial;Not Applicable;;;;;;;
sumn6flhNtg;0;white bird walking next to a cat;Trivial;Not Applicable;;;;;;;
sumn6flhNtg;1;a cat is stretching near a bird;Trivial;Not Applicable;;;;;;;
tRrG7ab7JzI;0;man running with a cat on the lawn;Trivial;Not Applicable;;;;;;;
tRrG7ab7JzI;1;cat running on the lawn;Trivial;Not Applicable;;;;;;;
tVTi54D71Ls;0;a white ball is moving;Trivial;Not Applicable;;;;;;;
tVTi54D71Ls;1;a boy in orange shirt is playing with a ball;Trivial;Not Applicable;;;;;;;
tesuXmjcCZY;0;baby crawling through the green tube;Trivial;Not Applicable;;;;;;;
u1priZZzKjM;0;Guy in red shirt kicking the ball into the net;Trivial;Not Applicable;;;;;;;
u2qCESWntsE;0;brown dog jumping around on the lawn;Trivial;Not Applicable;;;;;;;
u2qCESWntsE;1;man playing with a dog on the grass;Trivial;Not Applicable;;;;;;;
uZg2ebSQCto;2;White van is standing on the grass;Trivial;Not Applicable;;;;;;;
wbXORPefRdw;0;a cute small girl is attempts to walk ;Trivial;Not Applicable;;;;;;;
wbXORPefRdw;1;a woman in pink is sitting;Trivial;Not Applicable;;;;;;;
wt_meIacj20;0;a black and white dog is jumping;Trivial;Not Applicable;;;;;;;
wt_meIacj20;1;a person is sitting in the middle of a grass field;Trivial;Not Applicable;;;;;;;
xfFojpDDQz4;0;White sport car turning a corner;Trivial;Not Applicable;;;;;;;
zksj6YeZ-0I;0;the dog is catching an old soccer ball;Trivial;Not Applicable;;;;;;;
zksj6YeZ-0I;1;ball flying into the sky;Trivial;Not Applicable;;;;;;;
zksj6YeZ-0I;2;man in pink top playing with a dog;Trivial;Not Applicable;;;;;;;
-4KMQsUaSAQ;0;a man with red shirt is climbing up;Trivial;Not Applicable;;;;;;;
-FeMotilSE8;0;man rolling on the grass;Trivial;Not Applicable;;;;;;;
-JaavP2RFzA;0;parrot is jumping on couch back;Trivial;Not Applicable;;;;;;;
-d82zJg5qoY;0;the car is driving along a road;Trivial;Not Applicable;;;;;;;
-esJrBWj2d8;0;Orange cat is eating from plastic pack;Trivial;Not Applicable;;;;;;;
-ljbOmNX7x0;0;a big white ball is rolling;Trivial;Not Applicable;;;;;;;
-vW_-uMY4N0;0;the bird is hopping around;Trivial;Not Applicable;;;;;;;
-vkNA2MhpcU;0;Woman is climbing a vertical rock;Trivial;Not Applicable;;;;;;;
0319d9UyJkk;0;man in black shirt and blue short pants climbing;Trivial;Not Applicable;;;;;;;
0KHqCpC2ODA;0;metal ball bouncing up and down;Trivial;Not Applicable;;;;;;;
0RBrmdUTPkE;0;a bird is eating food;Trivial;Not Applicable;;;;;;;
0Xm-9oTzWa0;0;yellow bird climbing;Trivial;Not Applicable;;;;;;;
0XqFHeynFwM;0;black bird pecking the tree trunk;Trivial;Not Applicable;;;;;;;
0Ygu7XdkggA;0;kid rolling over;Trivial;Not Applicable;;;;;;;
14I_X1_M7B8;0;a baby is rolling;Trivial;Not Applicable;;;;;;;
15ze_5lekm4;0;someone with red shirt is climbing in the mountain;Trivial;Not Applicable;;;;;;;
1NMBNBJejFI;0;a cat is jumping from right to left;Trivial;Not Applicable;;;;;;;
1NYANpd5Grs;0;black dog is eating a meat;Trivial;Not Applicable;;;;;;;
1NrSGmxydbE;0;the baby is laying around;Trivial;Not Applicable;;;;;;;
1_rWbFfaGNE;0;a baby is climbing up a baby seat;Trivial;Not Applicable;;;;;;;
1gl7xr5rftc;0;a cat is walking;Trivial;Not Applicable;;;;;;;
1wUH6OAaLCA;0;Bird eating rice near the window;Trivial;Not Applicable;;;;;;;
1yk4gDSh_Fc;0;girl eating;Trivial;Not Applicable;;;;;;;
1zbiSzq-xPM;0;dog running on the road;Trivial;Not Applicable;;;;;;;
22WMIu4Zd0w;0;a cat is climbing from a window;Trivial;Not Applicable;;;;;;;
29WfZ0cCyXg;0;a man in rolling;Trivial;Not Applicable;;;;;;;
2KlA77j6xAc;0;woman climbing rocks;Trivial;Not Applicable;;;;;;;
2_W6uhRvTBI;0;Parrot is jumping from the table;Trivial;Not Applicable;;;;;;;
2hGmD3U7F7I;0;car flipping over the ground;Trivial;Not Applicable;;;;;;;
2mbKtAnU2c4;0;a cat is walking;Trivial;Not Applicable;;;;;;;
2xSLG0gm_og;0;parrot climbing a cage;Trivial;Not Applicable;;;;;;;
308iFEokW3k;0;cat is running in the spinning wheel;Trivial;Not Applicable;;;;;;;
3KZt_zA7Z80;0;baby in pink crawling on the floor;Trivial;Not Applicable;;;;;;;
3OOe0PEsosM;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
3TVtsHzjk0g;0;a black and white cat is jumping and playing;Trivial;Not Applicable;;;;;;;
3W48_zP80Jc;0;the green and yellow bird is playing with a toy;Trivial;Not Applicable;;;;;;;
3grcsJN2C4U;0;a brownish cat is walking on a shelf;Trivial;Not Applicable;;;;;;;
3hge80zUXb8;0;parrot is lying in the cage;Trivial;Not Applicable;;;;;;;
43cCJXD45xw;0;a dog is jumping up and down;Trivial;Not Applicable;;;;;;;
4THg1hTk7JE;0;white dog eating;Trivial;Not Applicable;;;;;;;
4ZKO9NeBhHg;0;big black car is falling down the hill;Trivial;Not Applicable;;;;;;;
4_ITertK6K0;0;the person is climbing;Trivial;Not Applicable;;;;;;;
4cwJEqSzXbg;0;white car rolling our of the road;Trivial;Not Applicable;;;;;;;
54aJXmDnyXQ;0;a small car walking;Trivial;Not Applicable;;;;;;;
58ehMXOun1I;0;a cat is jumping and playing with a toy;Trivial;Not Applicable;;;;;;;
5C8dVmyrUrk;0;baby walking in the room;Trivial;Not Applicable;;;;;;;
5EQO8sB7qEk;0;Woman is crawling on the grass like spiderman;Trivial;Not Applicable;;;;;;;
5HWNziFGRMQ;0;ball rolling;Trivial;Not Applicable;;;;;;;
5ms_cdQzkwE;0;a yellow bird is rolling on a couch;Trivial;Not Applicable;;;;;;;
68nDn05iAgw;0;dog running;Trivial;Not Applicable;;;;;;;
6SDxOy-F3gs;0;bird flying over the water;Trivial;Not Applicable;;;;;;;
6Z2cBdleo2U;0;dog jumping into the water;Trivial;Not Applicable;;;;;;;
6fAkO0STivA;0;baby crawling on the bed;Trivial;Not Applicable;;;;;;;
6hZDq3zpGR4;0;bird rolling ;Trivial;Not Applicable;;;;;;;
7-1vLsnfU8o;0;a cat is rolling on the ground;Trivial;Not Applicable;;;;;;;
7AikGrh0SHA;0;man rolling on the ground;Trivial;Not Applicable;;;;;;;
7Rbqy5dPeqM;0;dog eating watermelon;Trivial;Not Applicable;;;;;;;
7RvE4D1lwjE;0;a bird is flying;Trivial;Not Applicable;;;;;;;
7TozDC-bEzs;0;Orange cat is walking on the parquet;Trivial;Not Applicable;;;;;;;
7kHABp2pcV0;0;Red white sport car running around the corner;Trivial;Not Applicable;;;;;;;
7qK3yUlcY14;0;a black dog is running in the water;Trivial;Not Applicable;;;;;;;
7zZLOjwPzfg;0;White dog crawling on the gray cover;Trivial;Not Applicable;;;;;;;
87_JJGPbB5Y;0;a bird is flying;Trivial;Not Applicable;;;;;;;
8LHPWUQBm6U;0;a bird is eating food and walking;Trivial;Not Applicable;;;;;;;
8mJNxMYd7nY;0;green parrot climbing the rope;Trivial;Not Applicable;;;;;;;
8nA6-tAhr-E;0;Big bird eating snake;Trivial;Not Applicable;;;;;;;
8utZ6zCVu9U;0;red car rolling over the road;Trivial;Not Applicable;;;;;;;
99YlS3boBmg;0;a bird is jumping;Trivial;Not Applicable;;;;;;;
9juPZreZxNA;0;a car is running and jumping on the wall;Trivial;Not Applicable;;;;;;;
AEdhfVThDPE;0;a dark cat is running in the snow;Trivial;Not Applicable;;;;;;;
AJCfBDs61qw;0;a dog is jumping up and down;Trivial;Not Applicable;;;;;;;
ARSss_Z21uM;0;the cat is eating;Trivial;Not Applicable;;;;;;;
AxhzYIeCXl4;0;a dog is walking;Trivial;Not Applicable;;;;;;;
B4EWcjGNslU;0;a white and black dog is walking;Trivial;Not Applicable;;;;;;;
BA5w-dOnUq8;0;bird jumping on the tree;Trivial;Not Applicable;;;;;;;
BgTfxW1YPrI;0;Pink bowling ball rolling in the right channel;Trivial;Not Applicable;;;;;;;
Bgv6fhGJacQ;0;cat running in the wheel;Trivial;Not Applicable;;;;;;;
CQDlHW3ghn4;0;kid crouching on the floor;Trivial;Not Applicable;;;;;;;
CRQGB82HNpU;0;bird climbing;Trivial;Not Applicable;;;;;;;
CqA1uFwI6gU;0;baby in yellow climbing black stairs;Trivial;Not Applicable;;;;;;;
DIv-s5hGw_s;0;person in orange climbing rock;Trivial;Not Applicable;;;;;;;
DOQBeXkdfcw;0;Woman is staple running on the athletic track;Trivial;Not Applicable;;;;;;;
DUn4b2VhFJI;0;the cat is climbing up;Trivial;Not Applicable;;;;;;;
Dcq1t71dhCI;0;bird eating something;Trivial;Not Applicable;;;;;;;
E1NY2OH2UhE;0;man rolling over the mat;Trivial;Not Applicable;;;;;;;
EFMGJ5LfCZU;0;dog crouching on the sand;Trivial;Not Applicable;;;;;;;
EIPtOk_ed8w;0;a brown and black dog is crawling on the grass;Trivial;Not Applicable;;;;;;;
EPsBI4R2wwI;0;a baby is walking;Trivial;Not Applicable;;;;;;;
EUEZkwJulBY;0;parrot standing on the hand;Trivial;Not Applicable;;;;;;;
ElzfFwC7aK4;0;Dog running on the grass;Trivial;Not Applicable;;;;;;;
ErKsKivJ8Ww;0;guy climbing on the blue wall;Trivial;Not Applicable;;;;;;;
F2SxH5sxVgY;0;cat rolling;Trivial;Not Applicable;;;;;;;
F8uzgc6HpXw;0;Guy in blue shirt climbing the rock ;Trivial;Not Applicable;;;;;;;
FKMbe-lj5W4;0;naked baby crawling on the bed;Trivial;Not Applicable;;;;;;;
FPCGZIGAXzE;0;a cat is eating food;Trivial;Not Applicable;;;;;;;
FY0CEt_2V5A;0;the baby is laying on a blanket;Trivial;Not Applicable;;;;;;;
FZk40J_drws;0;man running on the sidewalk;Trivial;Not Applicable;;;;;;;
F_RRhVJG6vQ;0;the dog is running;Trivial;Not Applicable;;;;;;;
FcBu6kj1htU;0;Car jumping;Trivial;Not Applicable;;;;;;;
FhK1PJ3OiUg;0;White van is running ahead of the road;Trivial;Not Applicable;;;;;;;
FwuSrhzCuNM;0;cat is climbing the ladder;Trivial;Not Applicable;;;;;;;
Fy6nsFBkOf0;0;baby crawling on the floor;Trivial;Not Applicable;;;;;;;
GBqoZYfz4os;0;Cat licking pancakes;Trivial;Not Applicable;;;;;;;
GNlQiBz3fgs;0;man in gray shirt eating;Trivial;Not Applicable;;;;;;;
GRmtHzIiU6g;0;red parrot rolling;Trivial;Not Applicable;;;;;;;
GY3K853ygdA;0;White dog is running towards the camera;Trivial;Not Applicable;;;;;;;
G_CZQVK3Pwk;0;cat rolling on the floor;Trivial;Not Applicable;;;;;;;
HBRi1Jw2yOU;0;the car is falling over;Trivial;Not Applicable;;;;;;;
Hi0mHrqQXpA;0;black dog crawling on the floor;Trivial;Not Applicable;;;;;;;
IV2ZHk9Rawk;0;cat jumping up and down;Trivial;Not Applicable;;;;;;;
IhevPR2IhG0;0;a cat is climbing up a ladder;Trivial;Not Applicable;;;;;;;
IjhZygCvgBY;0;tiger cat is eating watermelon;Trivial;Not Applicable;;;;;;;
IpMN_NgXENw;0;dog rolling;Trivial;Not Applicable;;;;;;;
JBxNQIVY54Y;0;man in black hat eating;Trivial;Not Applicable;;;;;;;
JDWfLbHVVQQ;0;Sparrow is eating a worm from the ground;Trivial;Not Applicable;;;;;;;
JFo3sOxvP9U;0;a brown car is jumping up and down;Trivial;Not Applicable;;;;;;;
JPppv-rMDkU;0;a cat is rolling on the ground;Trivial;Not Applicable;;;;;;;
JQJ4KwmORSQ;0;racing car running on the road;Trivial;Not Applicable;;;;;;;
JRTTH5HW6GQ;0;the car is pulling out into a very wide street that has been shut down for some sort of parade;Trivial;Not Applicable;;;;;;;
JXCqbnJ9jJU;0;man rolling on the grass;Trivial;Not Applicable;;;;;;;
JdPmexUhjWk;0;a man in blue shirt is running;Trivial;Not Applicable;;;;;;;
JsqyGvEt0_w;0;man in white top crawling on the grass;Trivial;Not Applicable;;;;;;;
JxlPq-Dlf6M;0;baby rolling on the floor;Trivial;Not Applicable;;;;;;;
K-0ir5GbWKA;0;a green bird is climbing the cage;Trivial;Not Applicable;;;;;;;
K6h7wqLqJ0U;0;blue car is rolling on the road;Trivial;Not Applicable;;;;;;;
KArujRUTyDM;0;Brownish dog eating something red from the common dish;Trivial;Not Applicable;;;;;;;
KJmjh-7sME4;0;Black cat rolling near the grass;Trivial;Not Applicable;;;;;;;
KNcTwYvUfb4;0;man jumping far;Trivial;Not Applicable;;;;;;;
KP7JR813oMM;0;a green bird is eating;Trivial;Not Applicable;;;;;;;
KiDQc16aUxU;0;Man climbing under a net;Trivial;Not Applicable;;;;;;;
KinSGFInF90;0;the baby in a onesie is flipping onto its belly;Trivial;Not Applicable;;;;;;;
KmiAqg-5mL8;0;a cat is running;Trivial;Not Applicable;;;;;;;
KoE5HiQi-Js;0;a top naked man is jumping;Trivial;Not Applicable;;;;;;;
Ks0GxvMvoQg;0;the rock climber is climbing up a crimpy rockface;Trivial;Not Applicable;;;;;;;
LKBCmgud4SI;0;cat walking in the snow;Trivial;Not Applicable;;;;;;;
LQ7p6avK3K8;0;the white car is speeding up after a corner;Trivial;Not Applicable;;;;;;;
LSEcI9y326Q;0;a car is moving;Trivial;Not Applicable;;;;;;;
LuDN2bCIyus;0;a car is flying on the air;Trivial;Not Applicable;;;;;;;
MGmIpIO_v8U;0;a white dog is crawling;Trivial;Not Applicable;;;;;;;
MWgmNBbcUUU;0;parrot walking on the floor;Trivial;Not Applicable;;;;;;;
MXMtkss7hZ4;0;a black dog is jumping;Trivial;Not Applicable;;;;;;;
Mo6CfT0evak;0;Pigeon is eating grains;Trivial;Not Applicable;;;;;;;
MpOeu65IDyk;0;dog crawling on the floor;Trivial;Not Applicable;;;;;;;
Myw8WR0zTqg;0;parrot rolling;Trivial;Not Applicable;;;;;;;
N0agTCAVoXs;0;beautiful yellow bird climbing iron support;Trivial;Not Applicable;;;;;;;
N70DLM8Az_8;0;the person is climbing rocks;Trivial;Not Applicable;;;;;;;
NMuZsTzcQDI;0;Dog is crawling on the floor;Trivial;Not Applicable;;;;;;;
NPe9iEIkCs4;0;Gray fluffy cat is eating a pet food;Trivial;Not Applicable;;;;;;;
NaZLXtNcAuQ;0;a parrot is rolling on the floor;Trivial;Not Applicable;;;;;;;
O3GMmj03fc8;0;a baby is rolling in his bed;Trivial;Not Applicable;;;;;;;
O4GYHRdEnMY;0;red car rolling on the ground;Trivial;Not Applicable;;;;;;;
OEhihicN-yo;0;White fuzzy dog is eating pet food;Trivial;Not Applicable;;;;;;;
O_j_nhVTWyM;0;a cat is climbing up the tree;Trivial;Not Applicable;;;;;;;
OdqI88CCBUQ;0;a bird is rolling;Trivial;Not Applicable;;;;;;;
Oi_lyvUib4A;0;man in yellow eating something;Trivial;Not Applicable;;;;;;;
Oq_ZWYxgb9g;0;a baby is climbing up stairs;Trivial;Not Applicable;;;;;;;
Ow_SCTO8VX0;0;cat is chasing a tape;Trivial;Not Applicable;;;;;;;
P0N68OQDhNs;0;a man is jumping;Trivial;Not Applicable;;;;;;;
P5r5UqCIBYs;0;a dog is eating food;Trivial;Not Applicable;;;;;;;
PAw51-wiHNc;0;Bird is eating some seeds;Trivial;Not Applicable;;;;;;;
PB8VbMvF4N4;0;green bird jumping on the table;Trivial;Not Applicable;;;;;;;
PE4BEoCf4q8;0;the child is crawling through a green tube;Trivial;Not Applicable;;;;;;;
PGVdUpB5UdI;0;a bird is eating something;Trivial;Not Applicable;;;;;;;
PLRjCZSB0hg;0;Cat is jumping from one door to another;Trivial;Not Applicable;;;;;;;
PMeqLIPRzpI;0;Black car jumping from springboard;Trivial;Not Applicable;;;;;;;
PN_Puv_iF_k;0;a white cat is walking;Trivial;Not Applicable;;;;;;;
Q-E9rcqjPhY;0;Little kitten is rolling on the floor;Trivial;Not Applicable;;;;;;;
Q1gk0Q06JdA;0;the cat is trying to catch the dot of a laser pointer;Trivial;Not Applicable;;;;;;;
QLhI33K62HQ;0;bird climbing the cage;Trivial;Not Applicable;;;;;;;
QQh56geU0X8;0;red car flipping over ;Trivial;Not Applicable;;;;;;;
QRS_uxOJZzw;0;baby crawling on green floor;Trivial;Not Applicable;;;;;;;
RBTbBS0tJs4;0;car bouncing up and down;Trivial;Not Applicable;;;;;;;
RBtGv1NiZm0;0;a man is eating a sandwich;Trivial;Not Applicable;;;;;;;
RDIL1ABDS7s;0;a baby is crawling;Trivial;Not Applicable;;;;;;;
Rmx9lCeI1ys;0;Person climbing on the rock;Trivial;Not Applicable;;;;;;;
Rn6tYSluhX8;0;Black dog is eating from the bowl;Trivial;Not Applicable;;;;;;;
Rq5L_Sude1Y;0;dog with brown hair eating;Trivial;Not Applicable;;;;;;;
SVlEzhWoLZY;0;racing car running on the road;Trivial;Not Applicable;;;;;;;
Si7qikuqnt8;0;bird flying above the water;Trivial;Not Applicable;;;;;;;
SoIybKRykD8;0;a baby is rolling on the floor;Trivial;Not Applicable;;;;;;;
T6feVLahMwo;0;man in blue rolling on the mat;Trivial;Not Applicable;;;;;;;
TPURAeFgzzk;0;dog rolling on the grass;Trivial;Not Applicable;;;;;;;
TVZOA-Z0f6s;0;the bird is holding on to a chair;Trivial;Not Applicable;;;;;;;
Tk2v1UaTgmk;0;Orange ball is jumping on the floor;Trivial;Not Applicable;;;;;;;
TkKn67D3x6o;0;green parrot jumping on the table;Trivial;Not Applicable;;;;;;;
TnbNQK7ZXT8;0;a cat is climbing up a column;Trivial;Not Applicable;;;;;;;
ToCucEYAhVk;0;a green car is jumping up and down;Trivial;Not Applicable;;;;;;;
TwPU168Nv5U;0;owl is flying over the grass;Trivial;Not Applicable;;;;;;;
U91ipwZQG8w;0;brown dog crawling on the ground;Trivial;Not Applicable;;;;;;;
UHEywUyJMqM;0;a cat is rolling on the floor;Trivial;Not Applicable;;;;;;;
UNEoXa_4aOs;0;brown and white dog eating;Trivial;Not Applicable;;;;;;;
UVivPII_oMo;0;bird rolling on the sofa;Trivial;Not Applicable;;;;;;;
Us5HVwMcn4k;0;a bird is going down the stairs;Trivial;Not Applicable;;;;;;;
VE7_bzFRZPA;0;Naked baby walking towards the camera;Trivial;Not Applicable;;;;;;;
VR5CbHf9tv0;0;a dog is eating;Trivial;Not Applicable;;;;;;;
VRmhKnhaFUo;0;Ball with red topknot is jumping on the floor;Trivial;Not Applicable;;;;;;;
VjwrqrG-ThI;0;pigeon walking;Trivial;Not Applicable;;;;;;;
Vr7dr4ywsnk;0;Small cute kitten rolling on the wooden floor;Trivial;Not Applicable;;;;;;;
Vz1NGFgmxag;0;kid climbing out of box;Trivial;Not Applicable;;;;;;;
WDgo0br6IJU;0;parrot walking above the door;Trivial;Not Applicable;;;;;;;
WQVmtYSaFPI;0;Car is rolling on the sand ground;Trivial;Not Applicable;;;;;;;
WYnDJPd1Q3c;0;black bird running on the grass;Trivial;Not Applicable;;;;;;;
Ws_U64OJKLc;0;white dog is running in front of the camera;Trivial;Not Applicable;;;;;;;
X917JONMmwo;0;cat eating;Trivial;Not Applicable;;;;;;;
XEckmEGPkB4;0;White dog is running on the field;Trivial;Not Applicable;;;;;;;
XHAwU2yHmao;0;Parrot is rolling on the table;Trivial;Not Applicable;;;;;;;
Xk9FT6ktnqE;0;a cat is rolling on the bed;Trivial;Not Applicable;;;;;;;
XoAfXt-byRI;0;the car is trying to jump over other cars;Trivial;Not Applicable;;;;;;;
XoHqT4rX5Fg;0;a white dog is eating food;Trivial;Not Applicable;;;;;;;
Y0C_nqPdGEM;0;Blue police car rolling in the streets;Trivial;Not Applicable;;;;;;;
Y8TyYoG8oB4;0;black dog crawling;Trivial;Not Applicable;;;;;;;
Y93DbtNqc5Y;0;Guy is rolling down from grass hill;Trivial;Not Applicable;;;;;;;
YTTZ3z86MtM;0;the beagle is rolling around in a patch of dirt;Trivial;Not Applicable;;;;;;;
YWVZoexIAMA;0;the baby is pushing a toy;Trivial;Not Applicable;;;;;;;
Ypk7UDL8aYc;0;a car is turning upside down on a dirt road;Trivial;Not Applicable;;;;;;;
Z3VkU7jkmF8;0;baby rolling on the couch;Trivial;Not Applicable;;;;;;;
ZMtPgxqrA3Q;0;kid in blue shorts climbing;Trivial;Not Applicable;;;;;;;
ZRH29v3qP7U;0; blue ball is moving on a bowling floor;Trivial;Not Applicable;;;;;;;
